Open,High,Low,Previous Close,Last Traded Price,Change,Percentage Change,Share Volume,Value (Indian Rupee),52 Week High,52 Week Low,365 Day Percentage Change,30 Day Percentage Change,IndustryEncoded,SeriesEncoded,Percentage Change Binary
0.44873162174577624,0.43743049650029436,0.4439804680013712,0.44887307045452113,0.4351025852261583,0.023914291180409414,0.7324607329842932,0.004119811211223287,0.25852468261799677,0.3753063776923464,0.4199470825970233,0.1218568665377176,0.3005780346820809,0,0,1
0.04496745440527391,0.044783149080918426,0.04418453365868669,0.044613876659060955,0.045095654675506386,0.19867993112684143,0.8931937172774869,0.0013202846341583585,0.009081678187405184,0.04825448654456327,0.03825689170023809,0.4598108747044917,0.0,0,0,1
0.0,0.0,0.0,2.142451607374269e-05,0.0,0.14205088961163193,0.2534031413612565,0.2124978083044504,0.1292761214014096,0.0008393909379354339,0.0,0.8086180958521384,0.5568400770712909,11,0,1
0.008902690955199102,0.008543206646169949,0.008788859526708038,0.008730490300050346,0.008690648987224249,0.14884254830686822,0.66282722513089,0.0028683553382229977,0.004724760901194552,0.008966793694495274,0.009927666626822467,0.16720395443799702,0.16618497109826585,2,0,1
0.008459436879276392,0.008278929809642177,0.006937152636252966,0.008639436106736939,0.006938396558262393,0.08800459154390666,0.0,0.13101241033368322,0.2152648643599619,0.008324659626974667,0.007498247393704831,0.6300236406619386,0.2591522157996146,11,0,0
0.0032720209968112564,0.003134689605547196,0.002615603464797325,0.0032859851528103615,0.0026074562263805534,0.12081499904342838,0.08010471204188485,1.0,1.0000000000000002,0.0036639414440881694,0.004616542665059976,0.29443369868901786,0.0052986512524084775,11,0,1
0.05886682767087444,0.058755805586446,0.0583719555482375,0.05856927081659544,0.05709204555856315,0.13898986034053953,0.7293193717277486,0.001272938524340142,0.011328712637427263,0.04773196568569846,0.04886944779171606,0.47120137545669466,0.06502890173410404,12,0,1
0.09524858494494244,0.09439392948256689,0.09433177944713322,0.09483829846493341,0.09448825075516848,0.2113066768700976,0.8528795811518324,0.0027484277613131778,0.03810977918225317,0.07958055634831367,0.07669469759868706,0.4090909090909091,0.050096339113680145,9,0,1
0.04211988276601288,0.042265977628049976,0.04203860511945669,0.04190099731122324,0.04133746551070312,0.15812129328486707,0.7727748691099475,0.0019453407408886229,0.012519398022677557,0.04979057196098511,0.04433367039371452,0.14592735869331613,0.40366088631984587,5,0,1
0.028687941071385392,0.028238372473343362,0.028798630924584786,0.02866600250666838,0.028216494710551435,0.15094700593074423,0.7397905759162303,0.0009261869059519179,0.003995085535622714,0.03722908657478134,0.03110755026022569,0.10111755856436708,0.7403660886319846,3,0,1
0.18976378587335826,0.19338784588212204,0.18876073301679763,0.1900140330580283,0.190312920900187,0.3166252152286207,0.8947643979057591,0.00044925137452196825,0.013916081587725976,0.17343075864152968,0.15928525969263968,0.369224156458199,0.04865125240847784,1,0,1
0.025840369432124366,0.02546739059331458,0.02535974669945393,0.02607631412625467,0.024764295895283304,0.11718002678400613,0.5764397905759162,0.0025947337816497116,0.010485320704994711,0.03933805630634412,0.02745696018918456,0.2271652697184612,0.23603082851637763,12,0,1
0.14168818015994752,0.1401818538627592,0.14147742456183918,0.14221058156848881,0.13774534803133132,0.10139659460493593,0.718848167539267,0.0003266205772362973,0.007827218046007911,0.1293627343999194,0.09775504863684381,0.7720825274016763,0.22591522157996144,2,0,1
0.02204181632088371,0.022123372800418657,0.022134105687655378,0.021764630266413856,0.02246283001843788,0.18700975703080164,0.9287958115183246,0.013976698828708127,0.051577284846559955,0.020239813990968154,0.01647611447992014,0.7254459488502043,0.464354527938343,12,0,1
0.1059484696988827,0.10407274154510367,0.10477529833805256,0.10749483133549721,0.1022426215788579,0.042854409795293674,0.6246073298429319,0.00014773099354026536,0.0030292498439479956,0.09398450484328572,0.08075880583706738,0.4289705566301311,0.24421965317919073,1,0,1
0.09217804307355061,0.09125400667233598,0.0901262993664787,0.09379117524182923,0.08768846520994338,0.0,0.5397905759162304,0.0006035734553904118,0.008510428895855338,0.08047031074252523,0.06745515104720244,0.6039114549752849,0.8265895953757224,0,0,1
0.12340999390189845,0.12525675410479492,0.12435318474690189,0.1225000267806451,0.12524420383664825,0.3481920795867611,0.993717277486911,0.0007128789663527695,0.01389300803923235,0.11005884130474927,0.09129382727216924,0.6493660004298303,0.20086705202312133,1,0,1
0.04026627481215429,0.04160659383790148,0.04025977882089999,0.04026469989609109,0.039464909183633434,0.1480772909890951,0.7397905759162303,0.025849051903890433,0.1607699575249941,0.03267958769117128,0.029589163239527167,0.36890178379540084,0.6849710982658959,0,0,1
0.028929716021888686,0.028288087917838683,0.028334354561380306,0.028724919925871176,0.02810665202097472,0.14482494738855942,0.713089005235602,0.000896173209131806,0.003847656739683411,0.027991589302801885,0.021771085388270942,0.5915538362346873,0.38294797687861265,3,0,1
